image_id,source,alignment_score,artifact_score,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
0,Sys_VAR_ref_800_1,4.85,4.2,4,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
0,Sys_VAR_ref_800_2,4.62,3.85,4,0.924,0.77,0.71148,0.8400000000000001
0,Sys_VAR_ref_800_3,4.85,4.72,4,0.97,0.944,0.9156799999999999,0.9568234064785789
0,User_VAR_800_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
0,User_VAR_800_2,4.44,3.0,4,0.8880000000000001,0.6,0.5328,0.7161290322580646
0,User_VAR_800_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,Sys_VAR_ref_800_1,4.65,1.82,4,0.93,0.364,0.33852,0.5232148377125193
1,Sys_VAR_ref_800_2,4.65,3.82,4,0.93,0.764,0.71052,0.8388665879574971
1,Sys_VAR_ref_800_3,4.62,2.85,4,0.924,0.5700000000000001,0.52668,0.7050602409638553
1,User_VAR_800_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,User_VAR_800_2,4.44,3.0,4,0.8880000000000001,0.6,0.5328,0.7161290322580646
1,User_VAR_800_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
2,Sys_VAR_ref_800_1,4.15,2.85,4,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
2,Sys_VAR_ref_800_2,4.12,2.85,4,0.8240000000000001,0.5700000000000001,0.4696800000000001,0.6738593974175037
2,Sys_VAR_ref_800_3,4.12,2.85,4,0.8240000000000001,0.5700000000000001,0.4696800000000001,0.6738593974175037
2,User_VAR_800_1,5.0,2.0,4,1.0,0.4,0.4,0.5714285714285715
2,User_VAR_800_2,5.0,2.0,4,1.0,0.4,0.4,0.5714285714285715
2,User_VAR_800_3,5.0,2.0,4,1.0,0.4,0.4,0.5714285714285715
4,Sys_VAR_ref_800_1,4.65,3.85,4,0.93,0.77,0.7161000000000001,0.8424705882352941
4,Sys_VAR_ref_800_2,4.68,3.85,4,0.9359999999999999,0.77,0.72072,0.8449237983587339
4,Sys_VAR_ref_800_3,4.85,4.62,4,0.97,0.924,0.89628,0.9464413938753959
4,User_VAR_800_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_VAR_800_2,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_VAR_800_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
5,Sys_VAR_ref_800_1,4.85,3.92,4,0.97,0.784,0.76048,0.8671379703534778
5,Sys_VAR_ref_800_2,4.78,4.15,4,0.9560000000000001,0.8300000000000001,0.7934800000000001,0.8885554311310191
5,Sys_VAR_ref_800_3,4.85,3.65,4,0.97,0.73,0.7081,0.8330588235294117
5,User_VAR_800_1,5.0,5.0,4,1.0,1.0,1.0,1.0
5,User_VAR_800_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
5,User_VAR_800_3,5.0,5.0,4,1.0,1.0,1.0,1.0
6,Sys_VAR_ref_800_1,3.85,1.42,4,0.77,0.284,0.21867999999999999,0.4149525616698292
6,Sys_VAR_ref_800_2,4.35,2.85,4,0.8699999999999999,0.5700000000000001,0.4959,0.6887500000000001
6,Sys_VAR_ref_800_3,4.65,3.85,4,0.93,0.77,0.7161000000000001,0.8424705882352941
6,User_VAR_800_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
