image_id,source,alignment_score,authenticity_score,class_id
0,User_DiT_1,5.0,4.0,4
0,User_DiT_2,5.0,4.0,4
0,User_DiT_3,5.0,5.0,4
1,User_DiT_1,5.0,4.0,4
1,User_DiT_2,5.0,3.0,4
1,User_DiT_3,5.0,4.0,4
2,User_DiT_1,5.0,5.0,4
2,User_DiT_2,5.0,4.0,4
2,User_DiT_3,5.0,4.0,4
3,User_DiT_1,5.0,4.0,4
3,User_DiT_2,5.0,4.0,4
3,User_DiT_3,5.0,4.0,4
4,User_DiT_1,5.0,3.0,4
4,User_DiT_2,5.0,4.0,4
4,User_DiT_3,4.38,3.0,4
5,User_DiT_1,4.44,4.0,7
5,User_DiT_2,4.38,2.0,7
5,User_DiT_3,4.38,4.0,7
6,User_DiT_1,5.0,2.0,7
6,User_DiT_2,5.0,5.0,7
6,User_DiT_3,5.0,5.0,7
7,User_DiT_1,4.44,4.0,7
7,User_DiT_2,4.44,4.0,7
7,User_DiT_3,4.44,4.0,7
8,User_DiT_1,4.17,4.0,7
8,User_DiT_2,4.17,4.0,7
8,User_DiT_3,4.17,3.0,7
9,User_DiT_1,5.0,3.0,7
9,User_DiT_2,5.0,3.0,7
9,User_DiT_3,5.0,3.0,7
10,User_DiT_1,3.89,4.0,10
10,User_DiT_2,3.89,4.0,10
10,User_DiT_3,3.89,4.0,10
11,User_DiT_1,4.0,5.0,10
11,User_DiT_2,4.0,5.0,10
11,User_DiT_3,4.0,5.0,10
12,User_DiT_1,0.56,3.0,10
12,User_DiT_2,3.57,3.0,10
12,User_DiT_3,0.56,2.0,10
13,User_DiT_1,4.0,3.0,10
13,User_DiT_2,5.0,3.0,10
13,User_DiT_3,4.0,2.0,10
14,User_DiT_1,4.0,5.0,10
14,User_DiT_2,4.0,5.0,10
14,User_DiT_3,3.89,5.0,10
15,User_DiT_1,5.0,4.0,25
15,User_DiT_2,5.0,5.0,25
15,User_DiT_3,5.0,2.0,25
15,Sys_DiT_ref_cls100_3,4.95,4.92,3
16,User_DiT_1,5.0,5.0,25
16,User_DiT_2,5.0,4.0,25
16,User_DiT_3,5.0,5.0,25
16,Sys_DiT_ref_cls100_3,3.85,2.15,3
17,User_DiT_1,5.0,4.0,25
17,User_DiT_2,5.0,3.0,25
17,User_DiT_3,4.17,4.0,25
17,Sys_DiT_ref_cls100_3,4.62,3.85,3
18,User_DiT_1,5.0,4.0,25
18,User_DiT_2,5.0,4.0,25
18,User_DiT_3,5.0,4.0,25
18,Sys_DiT_ref_cls100_3,4.85,4.92,3
19,User_DiT_1,3.33,2.0,25
19,User_DiT_2,4.29,3.0,25
19,User_DiT_3,3.33,3.0,25
19,Sys_DiT_ref_cls100_3,4.12,2.85,3
20,User_DiT_1,5.0,4.0,35
20,User_DiT_2,5.0,4.0,35
20,User_DiT_3,5.0,4.0,35
21,User_DiT_1,4.0,4.0,35
21,User_DiT_2,3.0,3.0,35
21,User_DiT_3,4.0,3.0,35
22,User_DiT_1,5.0,4.0,35
22,User_DiT_2,4.0,4.0,35
22,User_DiT_3,4.0,5.0,35
23,User_DiT_1,5.0,4.0,35
23,User_DiT_2,5.0,4.0,35
23,User_DiT_3,5.0,4.0,35
24,User_DiT_1,4.0,3.0,35
24,User_DiT_2,4.0,3.0,35
24,User_DiT_3,4.0,4.0,35
25,User_DiT_1,5.0,4.0,39
25,User_DiT_2,5.0,3.0,39
25,User_DiT_3,5.0,4.0,39
26,User_DiT_1,3.75,3.0,39
26,User_DiT_2,3.89,2.0,39
26,User_DiT_3,3.89,2.0,39
27,User_DiT_1,5.0,5.0,39
27,User_DiT_2,3.57,3.0,39
27,User_DiT_3,3.57,2.0,39
28,User_DiT_1,5.0,3.0,39
28,User_DiT_2,4.17,2.0,39
28,User_DiT_3,5.0,3.0,39
29,User_DiT_1,5.0,4.0,39
29,User_DiT_2,5.0,4.0,39
29,User_DiT_3,5.0,4.0,39
30,User_DiT_1,5.0,4.0,49
30,User_DiT_2,5.0,4.0,49
30,User_DiT_3,5.0,4.0,49
31,User_DiT_1,5.0,5.0,49
31,User_DiT_2,5.0,5.0,49
31,User_DiT_3,5.0,5.0,49
32,User_DiT_1,5.0,5.0,49
32,User_DiT_2,5.0,5.0,49
32,User_DiT_3,5.0,4.0,49
33,User_DiT_1,5.0,3.0,49
33,User_DiT_2,5.0,3.0,49
33,User_DiT_3,5.0,3.0,49
34,User_DiT_1,5.0,4.0,49
34,User_DiT_2,4.38,4.0,49
34,User_DiT_3,4.38,4.0,49
35,User_DiT_1,5.0,5.0,51
35,User_DiT_2,5.0,5.0,51
35,User_DiT_3,5.0,5.0,51
35,Sys_DiT_ref_cls100_3,4.85,3.62,7
36,User_DiT_1,0.0,1.0,51
36,User_DiT_2,0.0,1.0,51
36,User_DiT_3,0.0,1.0,51
36,Sys_DiT_ref_cls100_3,4.92,1.5,7
37,User_DiT_1,5.0,4.0,51
37,User_DiT_2,5.0,4.0,51
37,User_DiT_3,5.0,5.0,51
37,Sys_DiT_ref_cls100_3,3.85,2.0,7
38,User_DiT_1,5.0,5.0,51
38,User_DiT_2,5.0,5.0,51
38,User_DiT_3,5.0,5.0,51
38,Sys_DiT_ref_cls100_3,3.82,1.5,7
39,User_DiT_1,5.0,5.0,51
39,User_DiT_2,5.0,4.0,51
39,User_DiT_3,5.0,5.0,51
39,Sys_DiT_ref_cls100_3,3.42,1.5,7
40,User_DiT_1,5.0,5.0,52
40,User_DiT_2,5.0,4.0,52
40,User_DiT_3,5.0,4.0,52
41,User_DiT_1,5.0,4.0,52
41,User_DiT_2,4.17,5.0,52
41,User_DiT_3,4.17,5.0,52
42,User_DiT_1,5.0,5.0,52
42,User_DiT_2,5.0,5.0,52
42,User_DiT_3,5.0,5.0,52
43,User_DiT_1,5.0,3.0,52
43,User_DiT_2,5.0,3.0,52
43,User_DiT_3,5.0,3.0,52
44,User_DiT_1,1.43,2.0,52
44,User_DiT_2,0.71,2.0,52
44,User_DiT_3,1.43,3.0,52
45,User_DiT_1,4.29,4.0,64
45,User_DiT_2,5.0,5.0,64
45,User_DiT_3,5.0,4.0,64
46,User_DiT_1,2.86,3.0,64
46,User_DiT_2,4.29,2.0,64
46,User_DiT_3,4.29,2.0,64
47,User_DiT_1,4.29,3.0,64
47,User_DiT_2,5.0,5.0,64
47,User_DiT_3,4.29,3.0,64
48,User_DiT_1,3.75,4.0,64
48,User_DiT_2,2.5,1.0,64
48,User_DiT_3,2.5,4.0,64
49,User_DiT_1,2.86,4.0,64
49,User_DiT_2,2.86,4.0,64
49,User_DiT_3,5.0,4.0,64
50,User_DiT_1,5.0,3.0,80
50,User_DiT_2,5.0,2.0,80
50,User_DiT_3,5.0,3.0,80
51,User_DiT_1,5.0,2.0,80
51,User_DiT_2,5.0,3.0,80
51,User_DiT_3,5.0,2.0,80
52,User_DiT_1,0.62,0.0,80
52,User_DiT_2,4.29,2.0,80
52,User_DiT_3,0.62,1.0,80
53,User_DiT_1,5.0,4.0,80
53,User_DiT_2,5.0,3.0,80
53,User_DiT_3,5.0,4.0,80
54,User_DiT_1,5.0,4.0,80
54,User_DiT_2,3.57,4.0,80
54,User_DiT_3,0.0,2.0,80
55,User_DiT_1,5.0,5.0,97
55,User_DiT_2,5.0,5.0,97
55,User_DiT_3,5.0,4.0,97
55,Sys_DiT_ref_cls100_3,2.15,4.92,11
56,User_DiT_1,5.0,5.0,97
56,User_DiT_2,5.0,5.0,97
