image_id,source,alignment_score,authenticity_score,class_id,alignment_norm,authenticity_norm,composite_product_perimage,composite_harmonic_perimage
0,Sys_VAR_ref_600_1,4.85,4.2,4,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
0,Sys_VAR_ref_600_2,4.62,3.85,4,0.924,0.77,0.71148,0.8400000000000001
0,Sys_VAR_ref_600_3,4.85,4.72,4,0.97,0.944,0.9156799999999999,0.9568234064785789
0,User_VAR_600_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
0,User_VAR_600_2,4.44,3.0,4,0.8880000000000001,0.6,0.5328,0.7161290322580646
0,User_VAR_600_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,Sys_VAR_ref_600_1,4.65,1.82,4,0.93,0.364,0.33852,0.5232148377125193
1,Sys_VAR_ref_600_2,4.65,3.82,4,0.93,0.764,0.71052,0.8388665879574971
1,Sys_VAR_ref_600_3,4.62,2.85,4,0.924,0.5700000000000001,0.52668,0.7050602409638553
1,User_VAR_600_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,User_VAR_600_2,4.44,3.0,4,0.8880000000000001,0.6,0.5328,0.7161290322580646
1,User_VAR_600_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,Sys_VAR_ref_600_1,4.65,3.85,4,0.93,0.77,0.7161000000000001,0.8424705882352941
4,Sys_VAR_ref_600_2,4.68,3.85,4,0.9359999999999999,0.77,0.72072,0.8449237983587339
4,Sys_VAR_ref_600_3,4.85,4.62,4,0.97,0.924,0.89628,0.9464413938753959
4,User_VAR_600_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_VAR_600_2,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_VAR_600_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
5,Sys_VAR_ref_600_1,4.85,3.92,4,0.97,0.784,0.76048,0.8671379703534778
5,Sys_VAR_ref_600_2,4.78,4.15,4,0.9560000000000001,0.8300000000000001,0.7934800000000001,0.8885554311310191
5,Sys_VAR_ref_600_3,4.85,3.65,4,0.97,0.73,0.7081,0.8330588235294117
5,User_VAR_600_1,5.0,5.0,4,1.0,1.0,1.0,1.0
5,User_VAR_600_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
5,User_VAR_600_3,5.0,5.0,4,1.0,1.0,1.0,1.0
6,Sys_VAR_ref_600_1,3.85,1.42,4,0.77,0.284,0.21867999999999999,0.4149525616698292
6,Sys_VAR_ref_600_2,4.35,2.85,4,0.8699999999999999,0.5700000000000001,0.4959,0.6887500000000001
6,Sys_VAR_ref_600_3,4.65,3.85,4,0.93,0.77,0.7161000000000001,0.8424705882352941
6,User_VAR_600_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
6,User_VAR_600_2,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
6,User_VAR_600_3,4.29,3.0,4,0.858,0.6,0.5147999999999999,0.7061728395061727
9,Sys_VAR_ref_600_1,3.85,2.15,4,0.77,0.43,0.3311,0.5518333333333334
9,Sys_VAR_ref_600_2,4.65,2.85,4,0.93,0.5700000000000001,0.5301000000000001,0.7068000000000002
9,Sys_VAR_ref_600_3,4.65,2.85,4,0.93,0.5700000000000001,0.5301000000000001,0.7068000000000002
9,User_VAR_600_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
9,User_VAR_600_2,5.0,2.0,4,1.0,0.4,0.4,0.5714285714285715
9,User_VAR_600_3,4.38,2.0,4,0.876,0.4,0.35040000000000004,0.5492163009404389
10,Sys_VAR_ref_600_1,4.68,1.5,7,0.9359999999999999,0.3,0.2808,0.45436893203883494
10,Sys_VAR_ref_600_2,4.65,1.5,7,0.93,0.3,0.279,0.4536585365853659
10,Sys_VAR_ref_600_3,4.62,1.5,7,0.924,0.3,0.2772,0.45294117647058824
10,User_VAR_600_1,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
10,User_VAR_600_2,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
10,User_VAR_600_3,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
11,Sys_VAR_ref_600_1,4.15,3.65,7,0.8300000000000001,0.73,0.6059,0.7767948717948717
11,Sys_VAR_ref_600_2,4.15,3.85,7,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
11,Sys_VAR_ref_600_3,4.12,3.85,7,0.8240000000000001,0.77,0.63448,0.7960853199498118
11,User_VAR_600_1,4.17,3.0,7,0.834,0.6,0.5004,0.697907949790795
11,User_VAR_600_2,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
11,User_VAR_600_3,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
13,Sys_VAR_ref_600_1,4.82,4.15,7,0.9640000000000001,0.8300000000000001,0.8001200000000002,0.891995540691193
13,Sys_VAR_ref_600_2,4.85,3.65,7,0.97,0.73,0.7081,0.8330588235294117
13,Sys_VAR_ref_600_3,4.82,3.65,7,0.9640000000000001,0.73,0.70372,0.8308382526564345
13,User_VAR_600_1,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_VAR_600_2,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_VAR_600_3,5.0,5.0,7,1.0,1.0,1.0,1.0
14,Sys_VAR_ref_600_1,4.12,1.5,7,0.8240000000000001,0.3,0.2472,0.43985765124555154
14,Sys_VAR_ref_600_2,4.82,1.5,7,0.9640000000000001,0.3,0.2892,0.45759493670886076
14,Sys_VAR_ref_600_3,4.12,1.5,7,0.8240000000000001,0.3,0.2472,0.43985765124555154
