image_id,source,alignment_score,authenticity_score,class_id,alignment_norm,authenticity_norm,composite_product_perimage,composite_harmonic_perimage
0,User_DiT_1,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
0,User_DiT_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
0,User_DiT_3,5.0,5.0,4,1.0,1.0,1.0,1.0
1,User_DiT_1,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
1,User_DiT_2,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,User_DiT_3,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
2,User_DiT_1,5.0,5.0,4,1.0,1.0,1.0,1.0
2,User_DiT_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
2,User_DiT_3,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
3,User_DiT_1,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
3,User_DiT_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
3,User_DiT_3,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
4,User_DiT_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_DiT_2,5.0,4.0,4,1.0,0.8,0.8,0.888888888888889
4,User_DiT_3,4.38,3.0,4,0.876,0.6,0.5256,0.7121951219512195
5,User_DiT_1,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
5,User_DiT_2,4.38,2.0,7,0.876,0.4,0.35040000000000004,0.5492163009404389
5,User_DiT_3,4.38,4.0,7,0.876,0.8,0.7008000000000001,0.8362768496420048
6,User_DiT_1,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
6,User_DiT_2,5.0,5.0,7,1.0,1.0,1.0,1.0
6,User_DiT_3,5.0,5.0,7,1.0,1.0,1.0,1.0
7,User_DiT_1,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
7,User_DiT_2,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
7,User_DiT_3,4.44,4.0,7,0.8880000000000001,0.8,0.7104000000000001,0.8417061611374408
8,User_DiT_1,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
8,User_DiT_2,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
8,User_DiT_3,4.17,3.0,7,0.834,0.6,0.5004,0.697907949790795
9,User_DiT_1,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
9,User_DiT_2,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
9,User_DiT_3,5.0,3.0,7,1.0,0.6,0.6,0.7499999999999999
10,User_DiT_1,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
10,User_DiT_2,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
10,User_DiT_3,3.89,4.0,10,0.778,0.8,0.6224000000000001,0.7888466413181242
11,User_DiT_1,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
