image_id,source,alignment_score,authenticity_score,class_id
0,Sys_VAR_ref_400_1,4.85,4.2,4
0,Sys_VAR_ref_400_2,4.62,3.85,4
0,Sys_VAR_ref_400_3,4.85,4.72,4
0,User_VAR_400_1,5.0,3.0,4
0,User_VAR_400_2,4.44,3.0,4
0,User_VAR_400_3,5.0,3.0,4
1,Sys_VAR_ref_400_1,4.65,1.82,4
1,Sys_VAR_ref_400_2,4.65,3.82,4
1,Sys_VAR_ref_400_3,4.62,2.85,4
1,User_VAR_400_1,5.0,3.0,4
1,User_VAR_400_2,4.44,3.0,4
1,User_VAR_400_3,5.0,3.0,4
4,Sys_VAR_ref_400_1,4.65,3.85,4
4,Sys_VAR_ref_400_2,4.68,3.85,4
4,Sys_VAR_ref_400_3,4.85,4.62,4
4,User_VAR_400_1,5.0,3.0,4
4,User_VAR_400_2,5.0,3.0,4
4,User_VAR_400_3,5.0,3.0,4
9,Sys_VAR_ref_400_1,3.85,2.15,4
9,Sys_VAR_ref_400_2,4.65,2.85,4
9,Sys_VAR_ref_400_3,4.65,2.85,4
9,User_VAR_400_1,5.0,3.0,4
9,User_VAR_400_2,5.0,2.0,4
9,User_VAR_400_3,4.38,2.0,4
11,Sys_VAR_ref_400_1,4.15,3.65,7
11,Sys_VAR_ref_400_2,4.15,3.85,7
11,Sys_VAR_ref_400_3,4.12,3.85,7
11,User_VAR_400_1,4.17,3.0,7
11,User_VAR_400_2,4.17,4.0,7
11,User_VAR_400_3,4.17,4.0,7
12,Sys_VAR_ref_400_1,3.85,1.5,7
12,Sys_VAR_ref_400_2,3.85,2.15,7
12,Sys_VAR_ref_400_3,4.12,1.5,7
12,User_VAR_400_1,5.0,2.0,7
12,User_VAR_400_2,4.09,3.0,7
12,User_VAR_400_3,4.09,3.0,7
13,Sys_VAR_ref_400_1,4.82,4.15,7
13,Sys_VAR_ref_400_2,4.85,3.65,7
13,Sys_VAR_ref_400_3,4.82,3.65,7
13,User_VAR_400_1,5.0,4.0,7
13,User_VAR_400_2,5.0,4.0,7
13,User_VAR_400_3,5.0,5.0,7
15,Sys_VAR_ref_400_1,3.65,1.5,7
15,Sys_VAR_ref_400_2,3.65,1.5,7
15,Sys_VAR_ref_400_3,4.92,1.5,7
15,User_VAR_400_1,4.5,4.0,7
15,User_VAR_400_2,4.09,3.0,7
15,User_VAR_400_3,4.09,2.0,7
20,Sys_VAR_ref_400_1,3.42,2.15,10
20,Sys_VAR_ref_400_2,4.85,4.15,10
20,Sys_VAR_ref_400_3,4.85,4.75,10
20,User_VAR_400_1,5.0,3.0,10
20,User_VAR_400_2,5.0,5.0,10
20,User_VAR_400_3,3.75,4.0,10
21,Sys_VAR_ref_400_1,3.42,2.85,10
21,Sys_VAR_ref_400_2,3.42,2.85,10
21,Sys_VAR_ref_400_3,3.65,1.85,10
21,User_VAR_400_1,4.44,2.0,10
21,User_VAR_400_2,4.38,3.0,10
21,User_VAR_400_3,4.38,3.0,10
26,Sys_VAR_ref_400_1,4.92,4.85,10
26,Sys_VAR_ref_400_2,4.82,4.65,10
26,Sys_VAR_ref_400_3,4.92,4.95,10
26,User_VAR_400_1,4.0,5.0,10
26,User_VAR_400_2,4.0,5.0,10
26,User_VAR_400_3,4.0,5.0,10
28,Sys_VAR_ref_400_1,2.85,1.5,10
28,Sys_VAR_ref_400_2,3.42,2.85,10
28,Sys_VAR_ref_400_3,3.85,2.15,10
28,User_VAR_400_1,3.89,2.0,10
28,User_VAR_400_2,2.78,3.0,10
28,User_VAR_400_3,3.89,3.0,10
30,Sys_VAR_ref_400_1,1.25,1.5,25
30,Sys_VAR_ref_400_2,4.12,3.65,25
30,Sys_VAR_ref_400_3,3.85,3.6,25
30,User_VAR_400_1,4.0,3.0,25
30,User_VAR_400_2,4.0,4.0,25
30,User_VAR_400_3,4.0,4.0,25
31,Sys_VAR_ref_400_1,3.85,4.72,25
31,Sys_VAR_ref_400_2,3.65,4.15,25
31,Sys_VAR_ref_400_3,4.15,4.82,25
31,User_VAR_400_1,5.0,4.0,25
31,User_VAR_400_2,5.0,3.0,25
31,User_VAR_400_3,5.0,4.0,25
33,Sys_VAR_ref_400_1,4.72,3.85,25
33,Sys_VAR_ref_400_2,4.65,3.85,25
33,Sys_VAR_ref_400_3,4.72,1.5,25
33,User_VAR_400_1,4.29,4.0,25
33,User_VAR_400_2,4.29,4.0,25
33,User_VAR_400_3,4.29,4.0,25
38,Sys_VAR_ref_400_1,4.12,2.0,25
38,Sys_VAR_ref_400_2,4.82,2.0,25
38,Sys_VAR_ref_400_3,4.85,4.92,25
38,User_VAR_400_1,5.0,5.0,25
38,User_VAR_400_2,5.0,4.0,25
38,User_VAR_400_3,5.0,4.0,25
40,Sys_VAR_ref_400_1,4.62,4.15,35
40,Sys_VAR_ref_400_2,3.68,3.45,35
40,Sys_VAR_ref_400_3,3.85,3.6,35
40,User_VAR_400_1,5.0,4.0,35
40,User_VAR_400_2,4.0,4.0,35
40,User_VAR_400_3,5.0,4.0,35
43,Sys_VAR_ref_400_1,4.12,3.65,35
43,Sys_VAR_ref_400_2,3.42,2.85,35
43,Sys_VAR_ref_400_3,4.15,3.65,35
43,User_VAR_400_1,3.75,4.0,35
43,User_VAR_400_2,4.0,4.0,35
43,User_VAR_400_3,3.75,4.0,35
45,Sys_VAR_ref_400_1,0.85,1.5,35
45,Sys_VAR_ref_400_2,1.25,3.85,35
45,Sys_VAR_ref_400_3,1.25,3.85,35
45,User_VAR_400_1,0.0,4.0,35
45,User_VAR_400_2,0.0,3.0,35
45,User_VAR_400_3,0.0,4.0,35
48,Sys_VAR_ref_400_1,4.15,2.85,35
48,Sys_VAR_ref_400_2,4.12,3.65,35
48,Sys_VAR_ref_400_3,2.85,3.6,35
48,User_VAR_400_1,4.0,4.0,35
48,User_VAR_400_2,4.0,3.0,35
48,User_VAR_400_3,4.0,3.0,35
53,Sys_VAR_ref_400_1,4.85,4.92,39
53,Sys_VAR_ref_400_2,4.85,4.62,39
53,Sys_VAR_ref_400_3,4.85,4.92,39
53,User_VAR_400_1,4.29,5.0,39
53,User_VAR_400_2,4.29,5.0,39
53,User_VAR_400_3,5.0,5.0,39
56,Sys_VAR_ref_400_1,4.15,4.32,39
56,Sys_VAR_ref_400_2,4.15,4.85,39
56,Sys_VAR_ref_400_3,3.85,4.92,39
56,User_VAR_400_1,4.29,3.0,39
56,User_VAR_400_2,5.0,4.0,39
56,User_VAR_400_3,5.0,4.0,39
57,Sys_VAR_ref_400_1,4.12,4.35,39
57,Sys_VAR_ref_400_2,4.85,2.0,39
57,Sys_VAR_ref_400_3,3.42,2.0,39
57,User_VAR_400_1,4.44,2.0,39
57,User_VAR_400_2,5.0,2.0,39
57,User_VAR_400_3,4.44,3.0,39
58,Sys_VAR_ref_400_1,3.85,2.15,39
58,Sys_VAR_ref_400_2,4.12,2.85,39
58,Sys_VAR_ref_400_3,4.12,1.5,39
58,User_VAR_400_1,5.0,3.0,39
58,User_VAR_400_2,5.0,2.0,39
58,User_VAR_400_3,5.0,2.0,39
60,Sys_VAR_ref_400_1,3.82,3.65,49
60,Sys_VAR_ref_400_2,3.85,3.62,49
60,Sys_VAR_ref_400_3,3.85,4.12,49
60,User_VAR_400_1,5.0,4.0,49
60,User_VAR_400_2,4.29,4.0,49
60,User_VAR_400_3,5.0,4.0,49
64,Sys_VAR_ref_400_1,2.85,1.92,49
64,Sys_VAR_ref_400_2,3.85,3.2,49
64,Sys_VAR_ref_400_3,2.85,4.72,49
64,User_VAR_400_1,4.29,2.0,49
64,User_VAR_400_2,4.29,3.0,49
64,User_VAR_400_3,5.0,3.0,49
66,Sys_VAR_ref_400_1,4.92,4.95,49
66,Sys_VAR_ref_400_2,4.12,3.25,49
66,Sys_VAR_ref_400_3,4.85,4.2,49
66,User_VAR_400_1,5.0,5.0,49
66,User_VAR_400_2,5.0,4.0,49
66,User_VAR_400_3,5.0,4.0,49
69,Sys_VAR_ref_400_1,4.82,3.65,49
69,Sys_VAR_ref_400_2,4.82,3.65,49
69,Sys_VAR_ref_400_3,4.85,4.92,49
69,User_VAR_400_1,5.0,4.0,49
69,User_VAR_400_2,5.0,4.0,49
69,User_VAR_400_3,5.0,4.0,49
72,Sys_VAR_ref_400_1,3.65,2.85,51
72,Sys_VAR_ref_400_2,4.65,3.82,51
72,Sys_VAR_ref_400_3,4.72,3.85,51
72,User_VAR_400_1,3.75,2.0,51
72,User_VAR_400_2,3.75,2.0,51
72,User_VAR_400_3,5.0,3.0,51
75,Sys_VAR_ref_400_1,4.92,3.85,51
75,Sys_VAR_ref_400_2,4.15,2.85,51
75,Sys_VAR_ref_400_3,4.15,3.85,51
75,User_VAR_400_1,4.38,3.0,51
75,User_VAR_400_2,5.0,4.0,51
75,User_VAR_400_3,4.38,3.0,51
76,Sys_VAR_ref_400_1,4.92,4.95,51
76,Sys_VAR_ref_400_2,5.0,5.0,51
76,Sys_VAR_ref_400_3,4.92,4.95,51
76,User_VAR_400_1,5.0,5.0,51
76,User_VAR_400_2,5.0,5.0,51
76,User_VAR_400_3,5.0,5.0,51
79,Sys_VAR_ref_400_1,4.92,4.85,51
79,Sys_VAR_ref_400_2,4.92,4.85,51
79,Sys_VAR_ref_400_3,4.92,4.85,51
79,User_VAR_400_1,5.0,5.0,51
79,User_VAR_400_2,5.0,5.0,51
79,User_VAR_400_3,5.0,5.0,51
80,Sys_VAR_ref_400_1,4.85,4.92,52
80,Sys_VAR_ref_400_2,4.92,4.95,52
80,Sys_VAR_ref_400_3,4.85,4.92,52
80,User_VAR_400_1,5.0,5.0,52
80,User_VAR_400_2,5.0,5.0,52
80,User_VAR_400_3,5.0,5.0,52
82,Sys_VAR_ref_400_1,3.42,3.85,52
82,Sys_VAR_ref_400_2,3.85,4.92,52
82,Sys_VAR_ref_400_3,3.42,3.85,52
82,User_VAR_400_1,4.38,4.0,52
82,User_VAR_400_2,4.38,4.0,52
82,User_VAR_400_3,5.0,4.0,52
83,Sys_VAR_ref_400_1,4.12,2.85,52
83,Sys_VAR_ref_400_2,4.12,2.85,52
83,Sys_VAR_ref_400_3,4.65,3.82,52
83,User_VAR_400_1,5.0,3.0,52
83,User_VAR_400_2,5.0,3.0,52
83,User_VAR_400_3,5.0,3.0,52
85,Sys_VAR_ref_400_1,3.45,3.82,52
85,Sys_VAR_ref_400_2,2.85,3.62,52
85,Sys_VAR_ref_400_3,2.85,3.42,52
85,User_VAR_400_1,4.17,4.0,52
85,User_VAR_400_2,4.29,4.0,52
85,User_VAR_400_3,4.17,4.0,52
91,Sys_VAR_ref_400_1,2.85,1.65,64
91,Sys_VAR_ref_400_2,2.85,2.6,64
91,Sys_VAR_ref_400_3,2.85,3.6,64
91,User_VAR_400_1,3.57,3.0,64
91,User_VAR_400_2,2.86,4.0,64
91,User_VAR_400_3,2.14,4.0,64
92,Sys_VAR_ref_400_1,2.85,1.65,64
92,Sys_VAR_ref_400_2,2.85,1.2,64
92,Sys_VAR_ref_400_3,4.65,3.85,64
92,User_VAR_400_1,5.0,3.0,64
92,User_VAR_400_2,3.12,5.0,64
92,User_VAR_400_3,5.0,3.0,64
96,Sys_VAR_ref_400_1,2.85,3.42,64
96,Sys_VAR_ref_400_2,2.15,3.42,64
96,Sys_VAR_ref_400_3,1.85,2.4,64
96,User_VAR_400_1,4.29,3.0,64
96,User_VAR_400_2,4.29,4.0,64
96,User_VAR_400_3,4.29,3.0,64
99,Sys_VAR_ref_400_1,2.85,2.6,64
99,Sys_VAR_ref_400_2,2.85,2.4,64
99,Sys_VAR_ref_400_3,2.45,3.85,64
99,User_VAR_400_1,2.5,4.0,64
99,User_VAR_400_2,2.5,4.0,64
99,User_VAR_400_3,2.5,4.0,64
100,Sys_VAR_ref_400_1,4.85,3.62,80
100,Sys_VAR_ref_400_2,4.65,1.5,80
100,Sys_VAR_ref_400_3,4.62,2.85,80
100,User_VAR_400_1,5.0,4.0,80
100,User_VAR_400_2,5.0,3.0,80
100,User_VAR_400_3,5.0,4.0,80
104,Sys_VAR_ref_400_1,3.42,1.85,80
104,Sys_VAR_ref_400_2,4.12,1.85,80
104,Sys_VAR_ref_400_3,3.85,1.25,80
104,User_VAR_400_1,4.29,2.0,80
104,User_VAR_400_2,5.0,1.0,80
104,User_VAR_400_3,5.0,1.0,80
105,Sys_VAR_ref_400_1,4.15,2.0,80
105,Sys_VAR_ref_400_2,3.85,1.92,80
105,Sys_VAR_ref_400_3,3.85,2.0,80
105,User_VAR_400_1,4.29,3.0,80
105,User_VAR_400_2,4.29,3.0,80
105,User_VAR_400_3,4.29,3.0,80
109,Sys_VAR_ref_400_1,4.65,1.5,80
109,Sys_VAR_ref_400_2,4.65,3.85,80
109,Sys_VAR_ref_400_3,4.85,3.65,80
109,User_VAR_400_1,5.0,4.0,80
109,User_VAR_400_2,5.0,4.0,80
109,User_VAR_400_3,5.0,4.0,80
111,Sys_VAR_ref_400_1,4.72,3.85,97
111,Sys_VAR_ref_400_2,4.92,4.98,97
111,Sys_VAR_ref_400_3,4.92,4.95,97
111,User_VAR_400_1,5.0,4.0,97
111,User_VAR_400_2,5.0,4.0,97
111,User_VAR_400_3,5.0,4.0,97
113,Sys_VAR_ref_400_1,2.85,3.62,97
113,Sys_VAR_ref_400_2,2.85,4.12,97
113,Sys_VAR_ref_400_3,1.85,3.0,97
113,User_VAR_400_1,2.5,4.0,97
113,User_VAR_400_2,2.5,4.0,97
113,User_VAR_400_3,2.5,3.0,97
117,Sys_VAR_ref_400_1,4.65,3.85,97
117,Sys_VAR_ref_400_2,4.65,3.85,97
117,Sys_VAR_ref_400_3,4.65,3.82,97
117,User_VAR_400_1,5.0,4.0,97
117,User_VAR_400_2,5.0,4.0,97
117,User_VAR_400_3,5.0,4.0,97
118,Sys_VAR_ref_400_1,4.82,3.65,97
118,Sys_VAR_ref_400_2,4.82,3.65,97
118,Sys_VAR_ref_400_3,4.85,4.92,97
118,User_VAR_400_1,5.0,5.0,97
118,User_VAR_400_2,5.0,5.0,97
118,User_VAR_400_3,5.0,3.0,97
121,Sys_VAR_ref_400_1,4.65,2.85,106
121,Sys_VAR_ref_400_2,4.12,2.85,106
121,Sys_VAR_ref_400_3,4.65,3.85,106
121,User_VAR_400_1,5.0,5.0,106
121,User_VAR_400_2,5.0,4.0,106
121,User_VAR_400_3,5.0,4.0,106
124,Sys_VAR_ref_400_1,4.85,3.75,106
124,Sys_VAR_ref_400_2,4.92,4.85,106
124,Sys_VAR_ref_400_3,4.85,3.65,106
124,User_VAR_400_1,5.0,5.0,106
124,User_VAR_400_2,5.0,5.0,106
124,User_VAR_400_3,5.0,5.0,106
126,Sys_VAR_ref_400_1,3.65,1.5,106
126,Sys_VAR_ref_400_2,4.65,1.5,106
126,Sys_VAR_ref_400_3,4.85,4.92,106
126,User_VAR_400_1,5.0,2.0,106
126,User_VAR_400_2,5.0,3.0,106
126,User_VAR_400_3,5.0,3.0,106
128,Sys_VAR_ref_400_1,4.85,3.65,106
128,Sys_VAR_ref_400_2,4.92,4.65,106
128,Sys_VAR_ref_400_3,4.85,3.65,106
128,User_VAR_400_1,5.0,4.0,106
128,User_VAR_400_2,5.0,4.0,106
128,User_VAR_400_3,5.0,4.0,106
133,Sys_VAR_ref_400_1,4.68,3.42,116
133,Sys_VAR_ref_400_2,4.85,4.12,116
133,Sys_VAR_ref_400_3,4.85,3.65,116
133,User_VAR_400_1,5.0,4.0,116
