image_id,source,alignment_score,authenticity_score,class_id,alignment_norm,authenticity_norm,composite_product_perimage,composite_harmonic_perimage
0,Sys_VAR_ref_400_1,4.85,4.2,4,0.97,0.8400000000000001,0.8148000000000001,0.9003314917127072
0,Sys_VAR_ref_400_2,4.62,3.85,4,0.924,0.77,0.71148,0.8400000000000001
0,Sys_VAR_ref_400_3,4.85,4.72,4,0.97,0.944,0.9156799999999999,0.9568234064785789
0,User_VAR_400_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
0,User_VAR_400_2,4.44,3.0,4,0.8880000000000001,0.6,0.5328,0.7161290322580646
0,User_VAR_400_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,Sys_VAR_ref_400_1,4.65,1.82,4,0.93,0.364,0.33852,0.5232148377125193
1,Sys_VAR_ref_400_2,4.65,3.82,4,0.93,0.764,0.71052,0.8388665879574971
1,Sys_VAR_ref_400_3,4.62,2.85,4,0.924,0.5700000000000001,0.52668,0.7050602409638553
1,User_VAR_400_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
1,User_VAR_400_2,4.44,3.0,4,0.8880000000000001,0.6,0.5328,0.7161290322580646
1,User_VAR_400_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,Sys_VAR_ref_400_1,4.65,3.85,4,0.93,0.77,0.7161000000000001,0.8424705882352941
4,Sys_VAR_ref_400_2,4.68,3.85,4,0.9359999999999999,0.77,0.72072,0.8449237983587339
4,Sys_VAR_ref_400_3,4.85,4.62,4,0.97,0.924,0.89628,0.9464413938753959
4,User_VAR_400_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_VAR_400_2,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
4,User_VAR_400_3,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
9,Sys_VAR_ref_400_1,3.85,2.15,4,0.77,0.43,0.3311,0.5518333333333334
9,Sys_VAR_ref_400_2,4.65,2.85,4,0.93,0.5700000000000001,0.5301000000000001,0.7068000000000002
9,Sys_VAR_ref_400_3,4.65,2.85,4,0.93,0.5700000000000001,0.5301000000000001,0.7068000000000002
9,User_VAR_400_1,5.0,3.0,4,1.0,0.6,0.6,0.7499999999999999
9,User_VAR_400_2,5.0,2.0,4,1.0,0.4,0.4,0.5714285714285715
9,User_VAR_400_3,4.38,2.0,4,0.876,0.4,0.35040000000000004,0.5492163009404389
11,Sys_VAR_ref_400_1,4.15,3.65,7,0.8300000000000001,0.73,0.6059,0.7767948717948717
11,Sys_VAR_ref_400_2,4.15,3.85,7,0.8300000000000001,0.77,0.6391000000000001,0.7988750000000001
11,Sys_VAR_ref_400_3,4.12,3.85,7,0.8240000000000001,0.77,0.63448,0.7960853199498118
11,User_VAR_400_1,4.17,3.0,7,0.834,0.6,0.5004,0.697907949790795
11,User_VAR_400_2,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
11,User_VAR_400_3,4.17,4.0,7,0.834,0.8,0.6672,0.8166462668298654
12,Sys_VAR_ref_400_1,3.85,1.5,7,0.77,0.3,0.23099999999999998,0.4317757009345794
12,Sys_VAR_ref_400_2,3.85,2.15,7,0.77,0.43,0.3311,0.5518333333333334
12,Sys_VAR_ref_400_3,4.12,1.5,7,0.8240000000000001,0.3,0.2472,0.43985765124555154
12,User_VAR_400_1,5.0,2.0,7,1.0,0.4,0.4,0.5714285714285715
12,User_VAR_400_2,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
12,User_VAR_400_3,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
13,Sys_VAR_ref_400_1,4.82,4.15,7,0.9640000000000001,0.8300000000000001,0.8001200000000002,0.891995540691193
13,Sys_VAR_ref_400_2,4.85,3.65,7,0.97,0.73,0.7081,0.8330588235294117
13,Sys_VAR_ref_400_3,4.82,3.65,7,0.9640000000000001,0.73,0.70372,0.8308382526564345
13,User_VAR_400_1,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_VAR_400_2,5.0,4.0,7,1.0,0.8,0.8,0.888888888888889
13,User_VAR_400_3,5.0,5.0,7,1.0,1.0,1.0,1.0
15,Sys_VAR_ref_400_1,3.65,1.5,7,0.73,0.3,0.219,0.42524271844660194
15,Sys_VAR_ref_400_2,3.65,1.5,7,0.73,0.3,0.219,0.42524271844660194
15,Sys_VAR_ref_400_3,4.92,1.5,7,0.984,0.3,0.29519999999999996,0.45981308411214944
15,User_VAR_400_1,4.5,4.0,7,0.9,0.8,0.7200000000000001,0.8470588235294118
15,User_VAR_400_2,4.09,3.0,7,0.818,0.6,0.49079999999999996,0.6922425952045134
15,User_VAR_400_3,4.09,2.0,7,0.818,0.4,0.3272,0.5372742200328408
20,Sys_VAR_ref_400_1,3.42,2.15,10,0.6839999999999999,0.43,0.29412,0.5280430879712747
20,Sys_VAR_ref_400_2,4.85,4.15,10,0.97,0.8300000000000001,0.8051,0.8945555555555555
20,Sys_VAR_ref_400_3,4.85,4.75,10,0.97,0.95,0.9215,0.9598958333333334
20,User_VAR_400_1,5.0,3.0,10,1.0,0.6,0.6,0.7499999999999999
20,User_VAR_400_2,5.0,5.0,10,1.0,1.0,1.0,1.0
20,User_VAR_400_3,3.75,4.0,10,0.75,0.8,0.6000000000000001,0.7741935483870969
21,Sys_VAR_ref_400_1,3.42,2.85,10,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
21,Sys_VAR_ref_400_2,3.42,2.85,10,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
21,Sys_VAR_ref_400_3,3.65,1.85,10,0.73,0.37,0.2701,0.4910909090909091
21,User_VAR_400_1,4.44,2.0,10,0.8880000000000001,0.4,0.35520000000000007,0.5515527950310559
21,User_VAR_400_2,4.38,3.0,10,0.876,0.6,0.5256,0.7121951219512195
21,User_VAR_400_3,4.38,3.0,10,0.876,0.6,0.5256,0.7121951219512195
26,Sys_VAR_ref_400_1,4.92,4.85,10,0.984,0.97,0.95448,0.976949846468782
26,Sys_VAR_ref_400_2,4.82,4.65,10,0.9640000000000001,0.93,0.8965200000000001,0.9466948257655755
26,Sys_VAR_ref_400_3,4.92,4.95,10,0.984,0.99,0.97416,0.9869908814589666
26,User_VAR_400_1,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
26,User_VAR_400_2,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
26,User_VAR_400_3,4.0,5.0,10,0.8,1.0,0.8,0.888888888888889
28,Sys_VAR_ref_400_1,2.85,1.5,10,0.5700000000000001,0.3,0.171,0.3931034482758621
28,Sys_VAR_ref_400_2,3.42,2.85,10,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
28,Sys_VAR_ref_400_3,3.85,2.15,10,0.77,0.43,0.3311,0.5518333333333334
28,User_VAR_400_1,3.89,2.0,10,0.778,0.4,0.31120000000000003,0.5283531409168082
28,User_VAR_400_2,2.78,3.0,10,0.5559999999999999,0.6,0.33359999999999995,0.5771626297577854
28,User_VAR_400_3,3.89,3.0,10,0.778,0.6,0.4668,0.6775036284470246
30,Sys_VAR_ref_400_1,1.25,1.5,25,0.25,0.3,0.075,0.2727272727272727
30,Sys_VAR_ref_400_2,4.12,3.65,25,0.8240000000000001,0.73,0.60152,0.7741570141570142
30,Sys_VAR_ref_400_3,3.85,3.6,25,0.77,0.72,0.5544,0.7441610738255033
30,User_VAR_400_1,4.0,3.0,25,0.8,0.6,0.48,0.6857142857142857
30,User_VAR_400_2,4.0,4.0,25,0.8,0.8,0.6400000000000001,0.8000000000000002
30,User_VAR_400_3,4.0,4.0,25,0.8,0.8,0.6400000000000001,0.8000000000000002
31,Sys_VAR_ref_400_1,3.85,4.72,25,0.77,0.944,0.72688,0.8481680280046674
31,Sys_VAR_ref_400_2,3.65,4.15,25,0.73,0.8300000000000001,0.6059,0.7767948717948717
31,Sys_VAR_ref_400_3,4.15,4.82,25,0.8300000000000001,0.9640000000000001,0.8001200000000002,0.891995540691193
31,User_VAR_400_1,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
31,User_VAR_400_2,5.0,3.0,25,1.0,0.6,0.6,0.7499999999999999
31,User_VAR_400_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
33,Sys_VAR_ref_400_1,4.72,3.85,25,0.944,0.77,0.72688,0.8481680280046674
33,Sys_VAR_ref_400_2,4.65,3.85,25,0.93,0.77,0.7161000000000001,0.8424705882352941
33,Sys_VAR_ref_400_3,4.72,1.5,25,0.944,0.3,0.28319999999999995,0.45530546623794205
33,User_VAR_400_1,4.29,4.0,25,0.858,0.8,0.6864,0.8279855247285887
33,User_VAR_400_2,4.29,4.0,25,0.858,0.8,0.6864,0.8279855247285887
33,User_VAR_400_3,4.29,4.0,25,0.858,0.8,0.6864,0.8279855247285887
38,Sys_VAR_ref_400_1,4.12,2.0,25,0.8240000000000001,0.4,0.32960000000000006,0.538562091503268
38,Sys_VAR_ref_400_2,4.82,2.0,25,0.9640000000000001,0.4,0.38560000000000005,0.5653958944281525
38,Sys_VAR_ref_400_3,4.85,4.92,25,0.97,0.984,0.95448,0.976949846468782
38,User_VAR_400_1,5.0,5.0,25,1.0,1.0,1.0,1.0
38,User_VAR_400_2,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
38,User_VAR_400_3,5.0,4.0,25,1.0,0.8,0.8,0.888888888888889
40,Sys_VAR_ref_400_1,4.62,4.15,35,0.924,0.8300000000000001,0.7669200000000002,0.8744811858608895
40,Sys_VAR_ref_400_2,3.68,3.45,35,0.736,0.6900000000000001,0.5078400000000001,0.712258064516129
40,Sys_VAR_ref_400_3,3.85,3.6,35,0.77,0.72,0.5544,0.7441610738255033
40,User_VAR_400_1,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
40,User_VAR_400_2,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
40,User_VAR_400_3,5.0,4.0,35,1.0,0.8,0.8,0.888888888888889
43,Sys_VAR_ref_400_1,4.12,3.65,35,0.8240000000000001,0.73,0.60152,0.7741570141570142
43,Sys_VAR_ref_400_2,3.42,2.85,35,0.6839999999999999,0.5700000000000001,0.38988,0.6218181818181818
43,Sys_VAR_ref_400_3,4.15,3.65,35,0.8300000000000001,0.73,0.6059,0.7767948717948717
43,User_VAR_400_1,3.75,4.0,35,0.75,0.8,0.6000000000000001,0.7741935483870969
43,User_VAR_400_2,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
43,User_VAR_400_3,3.75,4.0,35,0.75,0.8,0.6000000000000001,0.7741935483870969
45,Sys_VAR_ref_400_1,0.85,1.5,35,0.16999999999999998,0.3,0.051,0.2170212765957447
45,Sys_VAR_ref_400_2,1.25,3.85,35,0.25,0.77,0.1925,0.37745098039215685
45,Sys_VAR_ref_400_3,1.25,3.85,35,0.25,0.77,0.1925,0.37745098039215685
45,User_VAR_400_1,0.0,4.0,35,0.0,0.8,0.0,0.0
45,User_VAR_400_2,0.0,3.0,35,0.0,0.6,0.0,0.0
45,User_VAR_400_3,0.0,4.0,35,0.0,0.8,0.0,0.0
48,Sys_VAR_ref_400_1,4.15,2.85,35,0.8300000000000001,0.5700000000000001,0.4731000000000001,0.6758571428571429
48,Sys_VAR_ref_400_2,4.12,3.65,35,0.8240000000000001,0.73,0.60152,0.7741570141570142
48,Sys_VAR_ref_400_3,2.85,3.6,35,0.5700000000000001,0.72,0.41040000000000004,0.6362790697674419
48,User_VAR_400_1,4.0,4.0,35,0.8,0.8,0.6400000000000001,0.8000000000000002
48,User_VAR_400_2,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
48,User_VAR_400_3,4.0,3.0,35,0.8,0.6,0.48,0.6857142857142857
53,Sys_VAR_ref_400_1,4.85,4.92,39,0.97,0.984,0.95448,0.976949846468782
53,Sys_VAR_ref_400_2,4.85,4.62,39,0.97,0.924,0.89628,0.9464413938753959
53,Sys_VAR_ref_400_3,4.85,4.92,39,0.97,0.984,0.95448,0.976949846468782
53,User_VAR_400_1,4.29,5.0,39,0.858,1.0,0.858,0.9235737351991388
53,User_VAR_400_2,4.29,5.0,39,0.858,1.0,0.858,0.9235737351991388
53,User_VAR_400_3,5.0,5.0,39,1.0,1.0,1.0,1.0
